FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL
CJ Marsh,,,,,,http://ufcstats.com/fighter-details/4c91eb190d5e0dd9
Eliot Marshall,74.0,205.0,77.0,Orthodox,1980-07-07,http://ufcstats.com/fighter-details/a08d909a5be6f410
Doug Marshall,70.0,205.0,,Orthodox,1975-09-09,http://ufcstats.com/fighter-details/0c1773639c795466
David Marshall,74.0,170.0,,,1984-08-24,http://ufcstats.com/fighter-details/0a2813f89a758ff7
Francis Marshall,69.0,145.0,72.0,Orthodox,1999-03-03,http://ufcstats.com/fighter-details/5d495dec23d7c68e
Jack Marshman,72.0,185.0,73.0,Orthodox,1989-12-19,http://ufcstats.com/fighter-details/045f25b3a4c08e81
Terry Martin,68.0,185.0,71.0,Orthodox,1980-10-10,http://ufcstats.com/fighter-details/6a92caba39b64752
Eric Martin,,,,,,http://ufcstats.com/fighter-details/abbc4fc02e0d84b3
Justin Martin,72.0,185.0,,,,http://ufcstats.com/fighter-details/3da19339ee7051d5
Dave Martin,72.0,205.0,,,,http://ufcstats.com/fighter-details/92c96df8bdab5fea
Joe Martin,69.0,170.0,,,,http://ufcstats.com/fighter-details/325550dab63fb25a
Anthony Rocco Martin,72.0,170.0,73.0,Orthodox,1989-12-11,http://ufcstats.com/fighter-details/5331b25a60417ffb
Mallory Martin,64.0,115.0,63.0,Orthodox,1994-01-29,http://ufcstats.com/fighter-details/19b7738321cfae42
Michal Martinek,74.0,230.0,,Southpaw,1990-04-19,http://ufcstats.com/fighter-details/9acf42aebe9bb895
Rainy Martinez,72.0,199.0,,Orthodox,,http://ufcstats.com/fighter-details/577ec7e108b94be3
Danny Martinez,66.0,125.0,67.0,Orthodox,1985-06-14,http://ufcstats.com/fighter-details/8a9c6c4301f6d088
Alonzo Martinez,70.0,155.0,,,1984-04-22,http://ufcstats.com/fighter-details/feffee4fc6da3aa3
Henry Martinez,67.0,155.0,69.0,Southpaw,1983-08-07,http://ufcstats.com/fighter-details/76729a829623e266
Jonathan Martinez,68.0,135.0,70.0,Southpaw,1994-04-20,http://ufcstats.com/fighter-details/f2477cf43c4975cc
Poppies Martinez,69.0,145.0,,,1983-08-19,http://ufcstats.com/fighter-details/8851bb0418d27d28
Andrew Martinez,69.0,215.0,,,,http://ufcstats.com/fighter-details/f8c2aba4815876b5
Mana Martinez,70.0,135.0,70.0,Orthodox,1996-03-25,http://ufcstats.com/fighter-details/c0386644627a7ee5
Victor Martinez,68.0,155.0,70.0,Orthodox,1991-07-17,http://ufcstats.com/fighter-details/3e708ce33b6b18e6
Roque Martinez,70.0,250.0,72.0,Orthodox,1986-03-04,http://ufcstats.com/fighter-details/2c5a0b8317f8f27a
Melissa Martinez,62.0,115.0,66.0,Southpaw,1997-08-18,http://ufcstats.com/fighter-details/3f4c3bc822bea45d
Julieta Martinez,61.0,115.0,62.0,Orthodox,2004-09-14,http://ufcstats.com/fighter-details/f77afa72da84c9a8
David Martinez,65.0,135.0,67.0,Orthodox,1998-08-03,http://ufcstats.com/fighter-details/9a97acbfd5a08bfa
Wagner da Conceicao Martins,79.0,390.0,,Orthodox,1978-05-19,http://ufcstats.com/fighter-details/563d051c9e769b24
Adriano Martins,70.0,155.0,72.0,Southpaw,1982-12-16,http://ufcstats.com/fighter-details/7dcf06c1967801c1
Lucas Martins,72.0,145.0,72.0,Southpaw,1988-11-11,http://ufcstats.com/fighter-details/7413b80dbb0f8f9f
Max Martyniouk,,155.0,,,,http://ufcstats.com/fighter-details/69d3fa376ff2595e
Bristol Marunde,73.0,170.0,75.0,Orthodox,1982-04-20,http://ufcstats.com/fighter-details/a17322f99ddfd8e9
Shoji Maruyama,67.0,139.0,,Orthodox,1983-04-24,http://ufcstats.com/fighter-details/c046100aea0dba9a
Kazuma Maruyama,71.0,155.0,72.0,Orthodox,1992-07-19,http://ufcstats.com/fighter-details/aa1a873d05acc7eb
Islem Masraf,72.0,205.0,74.0,Southpaw,1996-06-07,http://ufcstats.com/fighter-details/6dedfe07640a9acc
Mike Massenzio,74.0,185.0,73.0,Southpaw,1982-11-01,http://ufcstats.com/fighter-details/5b2d7906aa894274
Jameel Massouh,70.0,145.0,72.0,Orthodox,1984-09-12,http://ufcstats.com/fighter-details/883922e5cd6d8473
Tiffany Masters,63.0,115.0,65.0,Orthodox,1994-07-31,http://ufcstats.com/fighter-details/ca743f96dd2063d5
Jorge Masvidal,71.0,170.0,74.0,Orthodox,1984-11-12,http://ufcstats.com/fighter-details/47b9e0e7703a4868
Al Matavao,68.0,205.0,67.0,Orthodox,1994-02-23,http://ufcstats.com/fighter-details/eec3fe66a8b11a26
Tateki Matsuda,67.0,125.0,,Orthodox,1986-02-27,http://ufcstats.com/fighter-details/3a524c6700addc24
Arisa Matsuda,63.0,115.0,64.0,Orthodox,1994-12-15,http://ufcstats.com/fighter-details/4c33b3d37955aa85
Daijiro Matsui,69.0,200.0,,Orthodox,1972-12-05,http://ufcstats.com/fighter-details/cd42bbe8887bba90
Toki Matsui,66.0,125.0,65.0,Orthodox,1999-09-08,http://ufcstats.com/fighter-details/56cc76c55cee8410
Koichiro Matsumoto,67.0,145.0,,,1986-03-07,http://ufcstats.com/fighter-details/2fb6f197d1fbc779
Jean Matsumoto,66.0,135.0,68.0,Orthodox,1999-09-09,http://ufcstats.com/fighter-details/ffd3224638c01b57
Koyomi Matsushima,67.0,145.0,66.0,Orthodox,1992-10-08,http://ufcstats.com/fighter-details/5ad226da6c74a48e
Naoki Matsushita,66.0,155.0,,Orthodox,,http://ufcstats.com/fighter-details/990060b2a68a7b82
AJ Matthews,71.0,185.0,,,,http://ufcstats.com/fighter-details/18e4f61f16f458c6
Jake Matthews,71.0,170.0,73.0,Orthodox,1994-08-19,http://ufcstats.com/fighter-details/a845f0735bc67405
Connor Matthews,68.0,145.0,71.0,Switch,1992-05-31,http://ufcstats.com/fighter-details/36e78278a77006d4
Claudio Mattos,,185.0,,Orthodox,,http://ufcstats.com/fighter-details/6e2b1d631832921d
John Matua,74.0,400.0,,Orthodox,,http://ufcstats.com/fighter-details/c933d423ebdbbbdb
Francesco Maturi,,,,,,http://ufcstats.com/fighter-details/d3b5ad3b15a64a18
Vladimir Matyushenko,72.0,205.0,74.0,Orthodox,1971-01-04,http://ufcstats.com/fighter-details/ccdd90bd1fc7dab6
Miranda Maverick,63.0,125.0,65.0,Southpaw,1997-07-01,http://ufcstats.com/fighter-details/f29a6350c69f4a33
Nick Maximov,72.0,185.0,76.0,Southpaw,1997-12-23,http://ufcstats.com/fighter-details/12585614e0ed2626
Elaina Maxwell,68.0,145.0,,Orthodox,1978-12-16,http://ufcstats.com/fighter-details/a16ce18149021139
Jeremy May,73.0,185.0,,,1986-10-23,http://ufcstats.com/fighter-details/c32fdfe75cda5b22
Jack May,80.0,255.0,,Switch,1981-04-14,http://ufcstats.com/fighter-details/2c6e81426dd7573c
Don'Tale Mayes,78.0,260.0,81.0,Orthodox,1992-01-16,http://ufcstats.com/fighter-details/1a9480fc288e55d7
Gray Maynard,69.0,155.0,70.0,Orthodox,1979-05-09,http://ufcstats.com/fighter-details/7d96bc577e5178b2
Brooke Mayo,67.0,125.0,,,,http://ufcstats.com/fighter-details/1b41c21d947d6f2f
Gina Mazany,66.0,125.0,68.0,Southpaw,1988-08-19,http://ufcstats.com/fighter-details/016a8d958883167c
Sabina Mazo,67.0,125.0,70.0,Orthodox,1997-03-25,http://ufcstats.com/fighter-details/70d2329a92864fdb
Francesco Mazzeo,75.0,205.0,75.0,Orthodox,1997-09-23,http://ufcstats.com/fighter-details/7b3c13fe33556a21
Scott McAfee,68.0,155.0,,Orthodox,1983-08-23,http://ufcstats.com/fighter-details/7e7d81bf162a5ec1
Bobby McAndrews,,,,Orthodox,,http://ufcstats.com/fighter-details/ef6f45095119d416
Michael McBride,73.0,155.0,,Orthodox,1986-03-09,http://ufcstats.com/fighter-details/443f60bec7c3c3d5
Ian McCall,65.0,125.0,64.0,Orthodox,1984-05-07,http://ufcstats.com/fighter-details/701e057d63c124d9
Molly McCann,64.0,115.0,62.0,Orthodox,1990-05-04,http://ufcstats.com/fighter-details/51018a31ddf31eb2
Charles McCarthy,70.0,185.0,71.0,Orthodox,1980-08-06,http://ufcstats.com/fighter-details/da97d6c97d09c030
Eric McConico,72.0,185.0,77.0,Southpaw,1990-05-09,http://ufcstats.com/fighter-details/9508cc6184cb2450
Sean McCorkle,79.0,265.0,81.0,Orthodox,1976-07-17,http://ufcstats.com/fighter-details/008dc37cca279def
Danni McCormack,64.0,125.0,62.0,Southpaw,1990-03-15,http://ufcstats.com/fighter-details/2a9f9db24cd032ba
Paddy McCorry,75.0,185.0,73.0,Switch,1997-12-09,http://ufcstats.com/fighter-details/b43620395f655046
Kris McCray,72.0,170.0,76.0,Orthodox,1981-09-24,http://ufcstats.com/fighter-details/baed16f18348908e
Tamdan McCrory,76.0,185.0,76.0,Switch,1986-11-05,http://ufcstats.com/fighter-details/eff47295daf721a6
Rob McCullough,69.0,155.0,69.0,Orthodox,1977-05-26,http://ufcstats.com/fighter-details/11e3fd7546359fc5
Justin McCully,73.0,225.0,73.0,Orthodox,1976-02-18,http://ufcstats.com/fighter-details/75f871836d41f90f
Robert McDaniel,75.0,185.0,75.0,Southpaw,1983-05-03,http://ufcstats.com/fighter-details/5cafbc97dba2e797
Michael McDonald,71.0,205.0,,Orthodox,1965-02-06,http://ufcstats.com/fighter-details/d52ef694108f8235
Scott McDonald,,,,,,http://ufcstats.com/fighter-details/08ae3100bf2100ed
Michael McDonald,69.0,135.0,70.0,Orthodox,1991-01-15,http://ufcstats.com/fighter-details/d0314416a7f26527
Josh McDonald,,185.0,,,,http://ufcstats.com/fighter-details/b507a76087e3ed9f
Miles McDonald,67.0,115.0,,,1991-08-13,http://ufcstats.com/fighter-details/a3f8356ace5e3eb5
Justin McElfresh,78.0,205.0,,Orthodox,1980-01-04,http://ufcstats.com/fighter-details/49c29e57d4e2be6f
Drew McFedries,72.0,185.0,72.0,Southpaw,1978-07-27,http://ufcstats.com/fighter-details/1fd4fbdcc67de844
Liam McGeary,78.0,205.0,,,1982-10-04,http://ufcstats.com/fighter-details/e4e0993befecdaf8
Gan McGee,82.0,265.0,,Orthodox,1976-11-20,http://ufcstats.com/fighter-details/d90b630e0561818b
Court McGee,71.0,170.0,75.0,Orthodox,1984-12-12,http://ufcstats.com/fighter-details/523fa774700d7d3f
Marcus McGhee,68.0,135.0,69.0,Orthodox,1990-05-07,http://ufcstats.com/fighter-details/c0ac37a4a1133da9
Ryan McGillivray,71.0,170.0,,,1986-09-27,http://ufcstats.com/fighter-details/1f9c371c93dfd3a9
Ryan McGivern,72.0,185.0,,Orthodox,1980-01-17,http://ufcstats.com/fighter-details/856ec65948b7d234
Jack McGlaughlin,,,,Orthodox,,http://ufcstats.com/fighter-details/237187ed9f419285
Conor McGregor,69.0,155.0,74.0,Southpaw,1988-07-14,http://ufcstats.com/fighter-details/f4c49976c75c5ab2
Greg McIntyre,70.0,155.0,,Orthodox,1980-04-21,http://ufcstats.com/fighter-details/00a905a4a4a2b071
Antonio McKee,68.0,155.0,,Southpaw,1970-03-12,http://ufcstats.com/fighter-details/3414b50b08a10600
AJ McKee,70.0,145.0,,,,http://ufcstats.com/fighter-details/f3ec0214794a699e
Rhys McKee,74.0,170.0,78.0,Orthodox,1995-09-10,http://ufcstats.com/fighter-details/f748267c4ab6c127
Cory McKenna,63.0,115.0,58.0,Orthodox,1999-07-11,http://ufcstats.com/fighter-details/3351aa64aa83c4d9
Tim McKenzie,72.0,185.0,74.0,Orthodox,1982-07-21,http://ufcstats.com/fighter-details/9ca265dfe8323db3
Cody McKenzie,72.0,155.0,72.0,Switch,1987-12-16,http://ufcstats.com/fighter-details/7be63795363029e8
Terrance McKinney,70.0,155.0,73.0,Switch,1994-09-15,http://ufcstats.com/fighter-details/809bd1a871491508
Brian McLaughlin,69.0,155.0,,,1984-05-12,http://ufcstats.com/fighter-details/6488729da7ac1c79
Jason McLean,65.0,145.0,,,,http://ufcstats.com/fighter-details/8336d7a85ce45481
Garreth McLellan,73.0,185.0,72.0,Southpaw,1982-09-01,http://ufcstats.com/fighter-details/f215cfbd4ba3c270
Sara McMann,66.0,135.0,66.0,Orthodox,1980-09-24,http://ufcstats.com/fighter-details/7be74a12d7352df2
Tommy McMillen,72.0,145.0,74.0,Orthodox,1997-12-15,http://ufcstats.com/fighter-details/6b0a6def604de298
James McSweeney,76.0,230.0,77.0,Switch,1980-10-24,http://ufcstats.com/fighter-details/cac08b8685387ca5
Charles McTorry,,,,,,http://ufcstats.com/fighter-details/acd8a53f7c0ce85e
Jackson McVey,76.0,185.0,77.0,Southpaw,1999-03-25,http://ufcstats.com/fighter-details/3eeec2f53cebdf12
Daniel McWilliams,73.0,185.0,,,,http://ufcstats.com/fighter-details/7b03d9df5910917d
Tim Means,74.0,170.0,75.0,Orthodox,1984-02-20,http://ufcstats.com/fighter-details/4b47e71384a9522f
Yancy Medeiros,70.0,155.0,75.0,Orthodox,1987-09-07,http://ufcstats.com/fighter-details/813550bc53b15fb0
Anistavio Medeiros,66.0,145.0,,Orthodox,1988-05-01,http://ufcstats.com/fighter-details/2937cb502dda0808
Kaline Medeiros,63.0,115.0,,,,http://ufcstats.com/fighter-details/263af068bd986548
MarQuel Mederos,70.0,155.0,69.0,Orthodox,1996-11-30,http://ufcstats.com/fighter-details/e2be0c1a9b886d92
Uros Medic,73.0,170.0,71.0,Southpaw,1993-04-25,http://ufcstats.com/fighter-details/681399317dbf4701
Todd Medina,70.0,193.0,,Southpaw,,http://ufcstats.com/fighter-details/b60391da771deefe
Jason Medina,69.0,180.0,,,,http://ufcstats.com/fighter-details/f53fb9d9e57cc38e
Emil Meek,71.0,170.0,74.0,Switch,1988-08-20,http://ufcstats.com/fighter-details/103b06d8707895a9
Sanford Alton Meeks,77.0,265.0,75.0,Orthodox,1994-04-05,http://ufcstats.com/fighter-details/27c59ac201539d10
Gerald Meerschaert,73.0,185.0,77.0,Southpaw,1987-12-18,http://ufcstats.com/fighter-details/6ac9bc2953c47345
Frank Megallon,70.0,185.0,,Southpaw,,http://ufcstats.com/fighter-details/c0a93b52096b7682
Derrick Mehmen,76.0,205.0,,,1985-05-30,http://ufcstats.com/fighter-details/6c7dafd03b6cc3f8
Miika Mehmet,,205.0,,Orthodox,,http://ufcstats.com/fighter-details/41dca66f9dadfc86
Jordan Mein,72.0,170.0,73.0,Orthodox,1989-10-10,http://ufcstats.com/fighter-details/2aa49b3766a59bcd
Bryce Mejia,73.0,170.0,,,,http://ufcstats.com/fighter-details/6eae26c44e505775
Brian Melancon,68.0,170.0,,Orthodox,1982-05-28,http://ufcstats.com/fighter-details/eee7dafac7d672b5
Brandon Melendez,71.0,155.0,,Southpaw,1983-03-24,http://ufcstats.com/fighter-details/2b06b6ad5db63348
Gilbert Melendez,69.0,145.0,73.0,Orthodox,1982-04-12,http://ufcstats.com/fighter-details/aa5b4eff51bdc7d1
Nair Melikyan,66.0,155.0,,,1997-08-08,http://ufcstats.com/fighter-details/64b8561624d3b15e
Marcelo Mello,67.0,170.0,,Southpaw,,http://ufcstats.com/fighter-details/672ef06fd9f41f7d
Fabio Mello,65.0,155.0,,Southpaw,,http://ufcstats.com/fighter-details/8a028648f3f0761d
Vanessa Melo,65.0,135.0,65.0,Orthodox,1988-03-27,http://ufcstats.com/fighter-details/9b7dfb3b7d99926a
Antonio Mendes,75.0,205.0,77.0,Southpaw,1981-04-19,http://ufcstats.com/fighter-details/3795fca327cbcf23
Chad Mendes,66.0,145.0,66.0,Orthodox,1985-05-01,http://ufcstats.com/fighter-details/b5b684eac99ae0a3
Augusto Mendes,66.0,135.0,65.0,Orthodox,1983-03-03,http://ufcstats.com/fighter-details/3d5b1ce6097dbb49
Eddie Mendez,70.0,185.0,,,1984-01-16,http://ufcstats.com/fighter-details/49e49b54e5901d0d
Mateus Mendonca,66.0,125.0,71.0,Orthodox,1999-01-17,http://ufcstats.com/fighter-details/48812daf291a4e23
Luis Mendoza,,155.0,,,,http://ufcstats.com/fighter-details/28200bc87367614f
Pietro Menga,67.0,125.0,68.0,Southpaw,1988-02-15,http://ufcstats.com/fighter-details/869d68b5383131fd
Alonzo Menifield,72.0,205.0,76.0,Orthodox,1987-10-18,http://ufcstats.com/fighter-details/a495f599e787614f
Ivan Menjivar,66.0,145.0,64.0,Orthodox,1982-05-30,http://ufcstats.com/fighter-details/5755960ebd0b16f6
Dave Menne,70.0,170.0,,Orthodox,1974-07-29,http://ufcstats.com/fighter-details/275cafc9de131c83
Steve Mensing,71.0,185.0,,Orthodox,1977-12-06,http://ufcstats.com/fighter-details/3bc27ec15facbcf3
Buck Meredith,74.0,185.0,,,1982-05-17,http://ufcstats.com/fighter-details/36120738148f203f
Adam Meredith,74.0,170.0,,,,http://ufcstats.com/fighter-details/c1135a6892e916db
Nick Meregali,,,,,,http://ufcstats.com/fighter-details/2f6dc878d653c442
Joe Merritt,72.0,170.0,,Orthodox,1984-03-07,http://ufcstats.com/fighter-details/e82d5f54daa85a7e
Bia Mesquita,,135.0,,Orthodox,1991-04-07,http://ufcstats.com/fighter-details/eff9074bc066f0f2
Jeremiah Metcalf,73.0,185.0,,Orthodox,,http://ufcstats.com/fighter-details/5bdcbd8dd681a257
Jonathan Meunier,75.0,170.0,,Switch,1987-08-04,http://ufcstats.com/fighter-details/5823ceab56741617
Yaotzin Meza,69.0,145.0,71.0,Orthodox,1981-02-04,http://ufcstats.com/fighter-details/3623bd267a2eef2e
Guy Mezger,73.0,200.0,,Orthodox,1968-01-01,http://ufcstats.com/fighter-details/946f341df6472ee0
David Mgoyan,69.0,145.0,70.0,Orthodox,2004-06-25,http://ufcstats.com/fighter-details/8f003ef7e0d9a139
Jonathan Micallef,72.0,170.0,77.0,Southpaw,1999-03-05,http://ufcstats.com/fighter-details/f782f953bfe7b5f2
Brandon Michaels,69.0,185.0,,,,http://ufcstats.com/fighter-details/f5e4ce11afbdfb61
Andreas Michailidis,72.0,170.0,76.0,Orthodox,1988-07-18,http://ufcstats.com/fighter-details/79325a3c1a5c3bf4
David Michaud,69.0,155.0,,Orthodox,1988-11-10,http://ufcstats.com/fighter-details/49f4b511932f71e9
Chris Mickle,69.0,145.0,,Orthodox,1983-07-10,http://ufcstats.com/fighter-details/f903967fd320da38
Zachary Micklewright,72.0,155.0,74.0,Southpaw,1976-08-21,http://ufcstats.com/fighter-details/a36a14985a57a1c6
Kristof Midoux,73.0,220.0,,Orthodox,1974-07-30,http://ufcstats.com/fighter-details/5b5b9c6f6f270369
Keith Mielke,68.0,185.0,,,,http://ufcstats.com/fighter-details/f62850b3c7480db9
Chris Mierzwiak,73.0,185.0,,,1988-02-14,http://ufcstats.com/fighter-details/2b284840ca89876a
Gabriel Miglioli,68.0,170.0,,,,http://ufcstats.com/fighter-details/a6fa5dd90528e9f7
Bojan Mihajlovic,71.0,205.0,73.0,Orthodox,1980-03-30,http://ufcstats.com/fighter-details/d6285cba1d1052e0
Billy Miles,70.0,170.0,,Orthodox,1978-04-28,http://ufcstats.com/fighter-details/3c48019bc387b80c
Pat Miletich,70.0,170.0,,Orthodox,1968-03-09,http://ufcstats.com/fighter-details/cedfdf8d423d500c
Curtis Millender,74.0,170.0,76.0,Orthodox,1987-12-01,http://ufcstats.com/fighter-details/f1928a52590c5532
Phillip Miller,71.0,185.0,,Orthodox,1979-02-20,http://ufcstats.com/fighter-details/18aecaf50f52e4c3
Jason Miller,73.0,185.0,,Orthodox,1980-12-24,http://ufcstats.com/fighter-details/b2f88c04c4dd43ce
Dan Miller,73.0,185.0,74.0,Orthodox,1981-06-30,http://ufcstats.com/fighter-details/d0c29452d3272603
Jim Miller,68.0,155.0,71.0,Southpaw,1983-08-30,http://ufcstats.com/fighter-details/d1941565abf50b16
Cole Miller,73.0,145.0,73.0,Orthodox,1984-04-26,http://ufcstats.com/fighter-details/282fa667ff9c51ed
Henry Miller,67.0,270.0,,Southpaw,1969-07-16,http://ufcstats.com/fighter-details/45a2ba3ef82b9700
Micah Miller,72.0,145.0,,Orthodox,1987-02-14,http://ufcstats.com/fighter-details/3ff0d0dc7a14bb50
Aaron Miller,69.0,145.0,,,,http://ufcstats.com/fighter-details/a4d055f1435d6d75
Mo Miller,68.0,135.0,72.0,Orthodox,1992-08-10,http://ufcstats.com/fighter-details/39019970ac8543e9
Juliana Miller,67.0,125.0,66.0,Orthodox,1996-05-07,http://ufcstats.com/fighter-details/aa0c573da7119292
Ty Miller,74.0,170.0,77.0,Orthodox,2000-06-04,http://ufcstats.com/fighter-details/0859524157a19045
Trent Miller,69.0,185.0,72.0,Orthodox,1995-10-31,http://ufcstats.com/fighter-details/2b6a37a97541a4fd
Eddy Millis,73.0,185.0,,,,http://ufcstats.com/fighter-details/f2c934689243fe4e
Che Mills,73.0,170.0,76.0,Orthodox,1982-09-29,http://ufcstats.com/fighter-details/6cadfd8f1d9e7685
Adam Milstead,75.0,205.0,76.0,Orthodox,1987-07-03,http://ufcstats.com/fighter-details/72ffecf712673af1
Alberto Mina,72.0,170.0,77.0,Orthodox,1982-05-02,http://ufcstats.com/fighter-details/4b1d46a1b5c0fd11
Vitaly Minakov,74.0,249.0,,,1985-02-06,http://ufcstats.com/fighter-details/56c975c4a2b357a5
Mario Mingaj,,185.0,,,,http://ufcstats.com/fighter-details/1ccaeae54725d897
Darrick Minner,67.0,145.0,69.0,Orthodox,1990-04-28,http://ufcstats.com/fighter-details/34e516ab361afb1c
Mike Minniger,,,,,,http://ufcstats.com/fighter-details/c8aa3541bec4042e
Ikuhisa Minowa,69.0,181.0,,Orthodox,1976-01-12,http://ufcstats.com/fighter-details/ce6065baef021cf3
Carlton Minus,70.0,170.0,75.0,Orthodox,1993-04-26,http://ufcstats.com/fighter-details/40d8b74488743800
Stipe Miocic,76.0,240.0,80.0,Orthodox,1982-08-19,http://ufcstats.com/fighter-details/d28dee5c705991df
Frank Mir,75.0,264.0,79.0,Southpaw,1979-05-24,http://ufcstats.com/fighter-details/1ff9589f9065a9ed
Juan Miranda,,155.0,,,,http://ufcstats.com/fighter-details/be8ad887e4d674b0
Mario Miranda,75.0,185.0,74.0,Orthodox,1979-07-12,http://ufcstats.com/fighter-details/df2bf09c99594848
Vitor Miranda,73.0,185.0,77.0,Orthodox,1979-03-10,http://ufcstats.com/fighter-details/4bcb6eb12b4ad4aa
Gabriel Miranda,71.0,145.0,71.0,Orthodox,1990-03-25,http://ufcstats.com/fighter-details/b909a9a9688b5284
Damir Mirenic,72.0,185.0,,Orthodox,1974-08-02,http://ufcstats.com/fighter-details/992c82450d96f726
Kazuo Misaki,68.0,183.0,,Orthodox,1976-04-25,http://ufcstats.com/fighter-details/5e7a28f20927d64a
Toby Misech,68.0,145.0,,Southpaw,1988-03-07,http://ufcstats.com/fighter-details/3f87218a7aca84c4
Dokonjonosuke Mishima,67.0,155.0,,Southpaw,1972-04-19,http://ufcstats.com/fighter-details/b14a68c533f4a4aa
Felix Lee Mitchell,,,,Orthodox,,http://ufcstats.com/fighter-details/6cbb7661c3258617
David Mitchell,72.0,170.0,75.0,Orthodox,1979-10-24,http://ufcstats.com/fighter-details/8f3df4c579cfbb69
Danny Mitchell,74.0,170.0,,Orthodox,1986-08-08,http://ufcstats.com/fighter-details/c06d554ce1713fd3
Brad Mitchell,71.0,145.0,,,1974-10-10,http://ufcstats.com/fighter-details/7263e0dc082adc87
Clay Mitchell,74.0,185.0,,,,http://ufcstats.com/fighter-details/3d960455f880bb25
Bryce Mitchell,70.0,135.0,70.0,Southpaw,1994-10-04,http://ufcstats.com/fighter-details/d9c6f19f958643e9
Maurice Mitchell,69.0,145.0,,Orthodox,1987-06-29,http://ufcstats.com/fighter-details/568bebed6366b667
Terrence Mitchell,70.0,135.0,74.0,Orthodox,1989-12-30,http://ufcstats.com/fighter-details/f3ca6908f78efebe
Roman Mitichyan,70.0,170.0,,Orthodox,1978-09-04,http://ufcstats.com/fighter-details/2961be02cfb0d2c1
Matt Mitrione,75.0,265.0,82.0,Switch,1978-07-15,http://ufcstats.com/fighter-details/ba280572acfba13f
Eiji Mitsuoka,67.0,145.0,,Southpaw,1976-01-01,http://ufcstats.com/fighter-details/2b4faacc16d66898
Hiromitsu Miura,69.0,170.0,71.0,Orthodox,1981-09-22,http://ufcstats.com/fighter-details/509697e08673d2e5
JonathanMix,72.0,168.0,,,1980-11-09,http://ufcstats.com/fighter-details/f64e4ecd214c6378
Patchy Mix,68.0,135.0,72.0,Southpaw,1993-08-16,http://ufcstats.com/fighter-details/2cfba6c837c03ed0
Tomoya Miyashita,67.0,139.0,,Southpaw,,http://ufcstats.com/fighter-details/c9885b1b7c7055a0
